Battery Charge (kWh),Battery Discharge (kWh),Battery Reserve (kWh),Expected Shortfall (kWh),Generator Production (kWh),Generator Reserve (kWh),Grid Import (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
3.761968649806443,8.209762935019963,0.7678413779535678,0.8297038422822375,0.4444301112796412,4.661526830658458,0.1663298540643751,7.186,-8.280891546407982e-13,8.280891546407982e-13,34.74369776446535,1
3.6459236390994234,8.161992851996745,0.8239802306774741,1.1249516853558166,0.6086770232183589,5.926637447878365,1.6647622629711412,9.674,-8.279074096457022e-13,8.279074096457022e-13,30.4534320122129,2
4.482593976434994,6.682142259639172,1.0200782289571342,1.320017231549465,0.8373827698282554,5.561565604853315,4.46240937889119,10.884,-8.270332429983043e-13,8.270332429983043e-13,28.36386114316893,3
3.3507398674238145,9.73701702683394,0.7129181059406934,1.7366854522465494,0.562683219443222,10.844355500371005,8.283083741120887e-13,11.402,-8.265744267121648e-13,8.265744267121648e-13,22.29689784172931,4
5.922221495522473,5.494469098462629,0.7438314642320452,1.286225783398148,0.9625987649730339,3.9505714736029116,7.494138802859964,11.327,-8.280381801532927e-13,8.280381801532927e-13,22.703262618936165,5
6.5474201907830185,4.8114838900104315,1.060207653265742,1.4738577082817164,0.9717091693433714,4.8145477684648075,7.031104802500908,10.046,-8.282232216706686e-13,8.282232216706686e-13,24.35240210467012,6
7.035657731519611,4.792361788132914,1.0410202729953497,1.5680572144236158,0.9880331930179903,3.3593753685594465,9.166456095672281,12.063,0.16290432894929996,0.13114713053330868,26.48353325088748,7
6.717176122873506,4.795828306908466,0.6629136208621004,1.4896235333339747,0.9491443387158586,4.731501487540606,10.923666168642168,14.997,1.216899260771516,1.2259897872378482,28.308813676054267,8
7.481769500344801,4.271045182354263,1.1105413226939918,0.9462951913089624,1.0575435635476707,4.988283055889402,18.991698895360685,22.145,2.623614506322664,2.940743880809776,31.35900177814528,9
2.7148512021354287,9.700284835174923,0.9459569741643243,4.355951885000815,0.26391343517762433,19.344580087477997,8.288624562078736e-13,24.25,2.3036223905300153,6.110773219280017,24.722839826757763,10
8.152277429047016,3.9347924535303482,1.1952299550969971,1.13809158605101,1.0153321025326487,5.617981206956855,19.470635014634357,24.779,4.852705619040401,5.665288893222138,28.729450553498594,11
6.361958140835776,5.215928497062054,0.9097455036226941,1.6527628970543337e-12,1.0765027022557396,5.863961513972057,22.482601860140196,26.121,5.196149049482619,6.498051300710355,29.81817871508363,12
7.686186938035391,3.8844273355018832,1.9591045871367077,1.5275647031171482,0.9073268475777408,6.489805806037033,21.498445278951202,28.077,6.218412559212301,5.747219907426158,33.429850337490464,13
6.930363936064606,4.450203384872582,1.2923783305958811,1.437340352445545,0.7909179377459228,6.65873086422299,23.92216817287682,31.198,5.872924597726165,5.459366263872829,35.78600286112288,14
7.089503183665446,4.52802737511843,1.3763987442742875,1.1996551395575812,0.9960988298186312,5.711067098084173,19.99076600371993,26.595,4.482694676217148,5.243622829746061,38.21940487924255,15
7.5677575197943066,4.188895131538463,1.403935363406187,1.105701168284586,1.0276755283175851,5.029956223443563,20.174355879609053,24.584,3.1741909093176757,4.063998862561921,41.4293241480856,16
2.5523856026524214,9.669379788081987,1.1432500511498283,6.033242891966559,0.986228117082212,28.659405145874604,8.287068717688767e-13,25.669,1.7471466803711415,2.4826704675709985,34.66817967192751,17
7.086908158826872,4.522361167486369,1.5376226910805744,1.4064291813463046,1.1958475928504606,4.168811089248881,24.129593543231564,26.993,0.6185083372975857,0.716032901892715,37.10449931370099,18
6.280712534247161,4.966503604366394,1.6519490022209986,1.336623042280098,1.2188121224547752,4.029210899461177,24.157158237476196,27.489,-8.289533562124211e-13,8.289533562124211e-13,38.352997797087724,19
5.977285022986159,5.160460086403003,1.582394029325686,1.3242882695573768,1.2413174993745868,3.9388592198421457,25.702896489624724,29.523,-8.289867498541768e-13,8.289867498541768e-13,39.12898148684172,20
5.98223801830431,5.1031389799820275,1.8792262586487707,0.8931762976717155,1.1797270162258913,4.2623675000448875,25.54317638703988,28.134,-8.291728338536967e-13,8.291728338536967e-13,39.964125573247884,21
6.082234889661481,4.8705857727635244,2.49913321457888,1.5043876411252866,1.1047434727592689,4.566661131865306,22.137501436124307,25.888,-8.288916448809435e-13,8.288916448809435e-13,41.11519223430094,22
6.619738450296385,4.683174382637591,2.5187987042282245,1.8197209587919145,1.06819815653268,3.8057670407964337,15.159414734735762,18.957,-8.287658752523301e-13,8.287658752523301e-13,42.954928098576794,23
5.643705472946737,5.294724518774499,2.437992301380234,1.4433502964973404,1.0233320391100205,3.8182110577391684,4.544750718914361,8.92,-8.286697539761878e-13,8.286697539761878e-13,43.28646000504042,24
5.707581994892461,5.138548805613678,2.533343205917531,1.5127338578247285,1.1099189520561434,3.5273287723484046,4.500309473568661,8.92,-8.285176881410936e-13,8.285176881410936e-13,43.82704153485526,25
3.6336188340871103,6.829211976999758,2.8225844309579973,1.903888970031226,0.8426402672620397,7.531465174582218,8.281995011586095e-13,8.92,-8.283229567663976e-13,8.283229567663976e-13,40.79122804908825,26
4.295484216899823,6.213511283920926,2.9566373069734797,1.3559853577377683,1.0193478447678357,3.6151325176791875,2.5057395555492894,8.92,-8.281892917126148e-13,8.281892917126148e-13,38.9691023354182,27
